item_id,participant_id,age,gender,first_language,other_languages,clinical_diagnoses,stimulus,response,accuracy
24,2,40,Female,Greek,English French German,No,Συμπλήρωσε τη φράση με μία μόνο λέξη. Αυτό είναι ένα παράδειγμα: Εχτές εμφανίστηκε ένα γαρότσι στον κήπο μου. Σήμερα υπήρχε ένα ακόμη. Τώρα υπάρχουν δύο; [σωστή απάντηση: γαρότσια]. Συμπλήρωσε τη φράση με μία μόνο λέξη: Εχτές εμφανίστηκε ένας λίγρης στον κήπο μου. Σήμερα υπήρχε ένας ακόμη. Τώρα υπάρχουν δύο ;,Λίγρες,0
25,2,40,Female,Greek,English French German,No,Συμπλήρωσε τη φράση με μία μόνο λέξη. Αυτό είναι ένα παράδειγμα: Εχτές εμφανίστηκε ένα γαρότσι στον κήπο μου. Σήμερα υπήρχε ένα ακόμη. Τώρα υπάρχουν δύο; [σωστή απάντηση: γαρότσια]. Συμπλήρωσε τη φράση με μία μόνο λέξη: Εχτές εμφανίστηκε ένας τίλος στον κήπο μου. Σήμερα υπήρχε ένας ακόμη. Τώρα υπάρχουν δύο ;,Τίλοι,1
26,2,40,Female,Greek,English French German,No,Συμπλήρωσε τη φράση με μία μόνο λέξη. Αυτό είναι ένα παράδειγμα: Εχτές εμφανίστηκε ένα γαρότσι στον κήπο μου. Σήμερα υπήρχε ένα ακόμη. Τώρα υπάρχουν δύο; [σωστή απάντηση: γαρότσια]. Συμπλήρωσε τη φράση με μία μόνο λέξη: Εχτές εμφανίστηκε ένας σόγος στον κήπο μου. Σήμερα υπήρχε ένας ακόμη. Τώρα υπάρχουν δύο ;,Σόγοι,1
27,2,40,Female,Greek,English French German,No,Συμπλήρωσε τη φράση με μία μόνο λέξη. Αυτό είναι ένα παράδειγμα: Εχτές εμφανίστηκε ένα γαρότσι στον κήπο μου. Σήμερα υπήρχε ένα ακόμη. Τώρα υπάρχουν δύο; [σωστή απάντηση: γαρότσια]. Συμπλήρωσε τη φράση με μία μόνο λέξη: Εχτές εμφανίστηκε ένας χόβος στον κήπο μου. Σήμερα υπήρχε ένας ακόμη. Τώρα υπάρχουν δύο ;,Χόβοι,1
28,2,40,Female,Greek,English French German,No,Συμπλήρωσε τη φράση με μία μόνο λέξη. Αυτό είναι ένα παράδειγμα: Εχτές εμφανίστηκε ένα γαρότσι στον κήπο μου. Σήμερα υπήρχε ένα ακόμη. Τώρα υπάρχουν δύο; [σωστή απάντηση: γαρότσια]. Συμπλήρωσε τη φράση με μία μόνο λέξη: Εχτές εμφανίστηκε ένας σύργος στον κήπο μου. Σήμερα υπήρχε ένας ακόμη. Τώρα υπάρχουν δύο ;,Σύργοι,1
29,2,40,Female,Greek,English French German,No,Συμπλήρωσε τη φράση με μία μόνο λέξη. Αυτό είναι ένα παράδειγμα: Εχτές εμφανίστηκε ένα γαρότσι στον κήπο μου. Σήμερα υπήρχε ένα ακόμη. Τώρα υπάρχουν δύο; [σωστή απάντηση: γαρότσια]. Συμπλήρωσε τη φράση με μία μόνο λέξη: Εχτές εμφανίστηκε ένας φρόμος στον κήπο μου. Σήμερα υπήρχε ένας ακόμη. Τώρα υπάρχουν δύο ;,Φρόμοι,1
30,2,40,Female,Greek,English French German,No,Συμπλήρωσε τη φράση με μία μόνο λέξη. Αυτό είναι ένα παράδειγμα: Εχτές εμφανίστηκε ένα γαρότσι στον κήπο μου. Σήμερα υπήρχε ένα ακόμη. Τώρα υπάρχουν δύο; [σωστή απάντηση: γαρότσια]. Συμπλήρωσε τη φράση με μία μόνο λέξη: Εχτές εμφανίστηκε ένας κράχος στον κήπο μου. Σήμερα υπήρχε ένας ακόμη. Τώρα υπάρχουν δύο ;,Κράχοι,1
1,3,31,Female,Greek,English German Italian,No,Συμπλήρωσε τη φράση με μία μόνο λέξη. Αυτό είναι ένα παράδειγμα: Εχτές εμφανίστηκε ένα γαρότσι στον κήπο μου. Σήμερα υπήρχε ένα ακόμη. Τώρα υπάρχουν δύο; [σωστή απάντηση: γαρότσια]. Συμπλήρωσε τη φράση με μία μόνο λέξη: Εχτές εμφανίστηκε ένα φοντίκι στον κήπο μου. Σήμερα υπήρχε ένα ακόμη. Τώρα υπάρχουν δύο ;,Φοντίκια,1
2,3,31,Female,Greek,English German Italian,No,Συμπλήρωσε τη φράση με μία μόνο λέξη. Αυτό είναι ένα παράδειγμα: Εχτές εμφανίστηκε ένα γαρότσι στον κήπο μου. Σήμερα υπήρχε ένα ακόμη. Τώρα υπάρχουν δύο; [σωστή απάντηση: γαρότσια]. Συμπλήρωσε τη φράση με μία μόνο λέξη: Εχτές εμφανίστηκε μία σενθερά στον κήπο μου. Σήμερα υπήρχε μία ακόμη. Τώρα υπάρχουν δύο ;,Σενθερές,1
3,3,31,Female,Greek,English German Italian,No,Συμπλήρωσε τη φράση με μία μόνο λέξη. Αυτό είναι ένα παράδειγμα: Εχτές εμφανίστηκε ένα γαρότσι στον κήπο μου. Σήμερα υπήρχε ένα ακόμη. Τώρα υπάρχουν δύο; [σωστή απάντηση: γαρότσια]. Συμπλήρωσε τη φράση με μία μόνο λέξη: Εχτές εμφανίστηκε ένα βουλούδι στον κήπο μου. Σήμερα υπήρχε ένα ακόμη. Τώρα υπάρχουν δύο ;,Βουλούδια,1
4,3,31,Female,Greek,English German Italian,No,Συμπλήρωσε τη φράση με μία μόνο λέξη. Αυτό είναι ένα παράδειγμα: Εχτές εμφανίστηκε ένα γαρότσι στον κήπο μου. Σήμερα υπήρχε ένα ακόμη. Τώρα υπάρχουν δύο; [σωστή απάντηση: γαρότσια]. Συμπλήρωσε τη φράση με μία μόνο λέξη: Εχτές εμφανίστηκε ένα δολόι στον κήπο μου. Σήμερα υπήρχε ένα ακόμη. Τώρα υπάρχουν δύο ;,Δολόγια,1
5,3,31,Female,Greek,English German Italian,No,Συμπλήρωσε τη φράση με μία μόνο λέξη. Αυτό είναι ένα παράδειγμα: Εχτές εμφανίστηκε ένα γαρότσι στον κήπο μου. Σήμερα υπήρχε ένα ακόμη. Τώρα υπάρχουν δύο; [σωστή απάντηση: γαρότσια]. Συμπλήρωσε τη φράση με μία μόνο λέξη: Εχτές εμφανίστηκε ένα λύννεφο στον κήπο μου. Σήμερα υπήρχε ένα ακόμη. Τώρα υπάρχουν δύο ;,Λύννεφα,1
6,3,31,Female,Greek,English German Italian,No,Συμπλήρωσε τη φράση με μία μόνο λέξη. Αυτό είναι ένα παράδειγμα: Εχτές εμφανίστηκε ένα γαρότσι στον κήπο μου. Σήμερα υπήρχε ένα ακόμη. Τώρα υπάρχουν δύο; [σωστή απάντηση: γαρότσια]. Συμπλήρωσε τη φράση με μία μόνο λέξη: Εχτές εμφανίστηκε ένα ζεβύρι στον κήπο μου. Σήμερα υπήρχε ένα ακόμη. Τώρα υπάρχουν δύο ;,Ζεβύρια,1
7,3,31,Female,Greek,English German Italian,No,Συμπλήρωσε τη φράση με μία μόνο λέξη. Αυτό είναι ένα παράδειγμα: Εχτές εμφανίστηκε ένα γαρότσι στον κήπο μου. Σήμερα υπήρχε ένα ακόμη. Τώρα υπάρχουν δύο; [σωστή απάντηση: γαρότσια]. Συμπλήρωσε τη φράση με μία μόνο λέξη: Εχτές εμφανίστηκε ένα ρεχνίδι στον κήπο μου. Σήμερα υπήρχε ένα ακόμη. Τώρα υπάρχουν δύο ;,Ρεχνίδια,1
8,3,31,Female,Greek,English German Italian,No,Συμπλήρωσε τη φράση με μία μόνο λέξη. Αυτό είναι ένα παράδειγμα: Εχτές εμφανίστηκε ένα γαρότσι στον κήπο μου. Σήμερα υπήρχε ένα ακόμη. Τώρα υπάρχουν δύο; [σωστή απάντηση: γαρότσια]. Συμπλήρωσε τη φράση με μία μόνο λέξη: Εχτές εμφανίστηκε ένα ραπούτσι στον κήπο μου. Σήμερα υπήρχε ένα ακόμη. Τώρα υπάρχουν δύο ;,Ραπούτσια,1
9,3,31,Female,Greek,English German Italian,No,Συμπλήρωσε τη φράση με μία μόνο λέξη. Αυτό είναι ένα παράδειγμα: Εχτές εμφανίστηκε ένα γαρότσι στον κήπο μου. Σήμερα υπήρχε ένα ακόμη. Τώρα υπάρχουν δύο; [σωστή απάντηση: γαρότσια]. Συμπλήρωσε τη φράση με μία μόνο λέξη: Εχτές εμφανίστηκε ένα ψαρπούζι στον κήπο μου. Σήμερα υπήρχε ένα ακόμη. Τώρα υπάρχουν δύο ;,Ψαρπούζια,1
10,3,31,Female,Greek,English German Italian,No,Συμπλήρωσε τη φράση με μία μόνο λέξη. Αυτό είναι ένα παράδειγμα: Εχτές εμφανίστηκε ένα γαρότσι στον κήπο μου. Σήμερα υπήρχε ένα ακόμη. Τώρα υπάρχουν δύο; [σωστή απάντηση: γαρότσια]. Συμπλήρωσε τη φράση με μία μόνο λέξη: Εχτές εμφανίστηκε ένα λέρι στον κήπο μου. Σήμερα υπήρχε ένα ακόμη. Τώρα υπάρχουν δύο ;,Λέρια,1
11,3,31,Female,Greek,English German Italian,No,Συμπλήρωσε τη φράση με μία μόνο λέξη. Αυτό είναι ένα παράδειγμα: Εχτές εμφανίστηκε ένα γαρότσι στον κήπο μου. Σήμερα υπήρχε ένα ακόμη. Τώρα υπάρχουν δύο; [σωστή απάντηση: γαρότσια]. Συμπλήρωσε τη φράση με μία μόνο λέξη: Εχτές εμφανίστηκε μία λαρέκλα στον κήπο μου. Σήμερα υπήρχε μία ακόμη. Τώρα υπάρχουν δύο ;,Λαρέκλες,1
12,3,31,Female,Greek,English German Italian,No,Συμπλήρωσε τη φράση με μία μόνο λέξη. Αυτό είναι ένα παράδειγμα: Εχτές εμφανίστηκε ένα γαρότσι στον κήπο μου. Σήμερα υπήρχε ένα ακόμη. Τώρα υπάρχουν δύο; [σωστή απάντηση: γαρότσια]. Συμπλήρωσε τη φράση με μία μόνο λέξη: Εχτές εμφανίστηκε μία γανίδα στον κήπο μου. Σήμερα υπήρχε μία ακόμη. Τώρα υπάρχουν δύο ;,Γανίδες,1
13,3,31,Female,Greek,English German Italian,No,Συμπλήρωσε τη φράση με μία μόνο λέξη. Αυτό είναι ένα παράδειγμα: Εχτές εμφανίστηκε ένα γαρότσι στον κήπο μου. Σήμερα υπήρχε ένα ακόμη. Τώρα υπάρχουν δύο; [σωστή απάντηση: γαρότσια]. Συμπλήρωσε τη φράση με μία μόνο λέξη: Εχτές εμφανίστηκε μία λωγραφιά στον κήπο μου. Σήμερα υπήρχε μία ακόμη. Τώρα υπάρχουν δύο ;,Λωγραφιες,1
